title,UPC,star_rating,price,in_stock,stock_count,link
"Fruits Basket, Vol. 3 (Fruits Basket #3)",d5f5a122a593b580,2,45.17,True,3,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html
"Friday Night Lights: A Town, a Team, and a Dream",a9aa3ed5b316470b,3,51.22,True,3,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
Fire Bound (Sea Haven/Sisters of the Heart #5),2ed3a794a70aa85f,4,21.28,True,3,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html
Fifty Shades Freed (Fifty Shades #3),ed813a848580ba50,5,15.36,True,3,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html
Fellside,147019cae600694e,1,38.62,True,3,https://books.toscrape.com/catalogue/fellside_155/index.html
Extreme Prey (Lucas Davenport #26),588ba85ff11a3263,3,25.4,True,3,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html
Eragon (The Inheritance Cycle #1),b843f52a986a2914,3,43.87,True,3,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html
Eclipse (Twilight #3),73f71f9556442117,1,18.74,True,3,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html
Dune (Dune #1),36d5884d44484277,1,54.86,True,3,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html
Dracula,a7ec599c1a547746,3,52.62,True,3,https://books.toscrape.com/catalogue/dracula_150/index.html
Do Androids Dream of Electric Sheep? (Blade Runner #1),98330e431e56a9ea,1,51.48,True,3,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
Disrupted: My Misadventure in the Start-Up Bubble,81372abc86f65c79,5,15.28,True,3,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html
Dead Wake: The Last Crossing of the Lusitania,04d858cdeeee0da4,5,39.24,True,3,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",d234ddecef49ef4e,1,17.81,True,3,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html
Darkfever (Fever #1),468bd274ac084bb9,1,56.02,True,3,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html
Dark Places,66937c669c4da072,5,23.9,True,3,https://books.toscrape.com/catalogue/dark-places_144/index.html
Crazy Rich Asians (Crazy Rich Asians #1),c9782ad2a0ed9331,5,49.13,True,3,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html
Counting Thyme,157f693d9e600ccc,1,10.62,True,3,https://books.toscrape.com/catalogue/counting-thyme_142/index.html
Cosmos,dbe33cf29ef1623d,2,36.17,True,3,https://books.toscrape.com/catalogue/cosmos_141/index.html
Civilization and Its Discontents,396385e3de5d18c3,2,59.95,True,3,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html
Cinder (The Lunar Chronicles #1),7e9579921e5407cb,1,26.09,True,3,https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,ef49db2aaa9bb547,2,37.35,True,3,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
Career of Evil (Cormoran Strike #3),b461cf238506c5b8,2,24.72,True,3,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html
Breaking Dawn (Twilight #4),bbfc4a3b7b6c94a0,5,35.28,True,3,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
Brave Enough,fd2337c1b73b686e,5,51.32,True,3,https://books.toscrape.com/catalogue/brave-enough_135/index.html
Boy Meets Boy,8e0bc2fe4e7d35b5,3,21.12,True,3,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",e256de8aa0c2115f,2,27.35,True,3,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html
Blink: The Power of Thinking Without Thinking,0bbc48294707ba96,5,21.74,True,3,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html
Black Flags: The Rise of ISIS,860318b8e244f39c,1,40.87,True,3,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html
"Black Butler, Vol. 1 (Black Butler #1)",15f415d436888b2d,1,49.31,True,3,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html
Big Little Lies,d3f9c4539c0caa64,1,22.11,True,3,https://books.toscrape.com/catalogue/big-little-lies_129/index.html
Between Shades of Gray,155e42df837ee5ff,5,20.79,True,3,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html
Best of My Love (Fool's Gold #20),67dea6c75d6a1075,2,27.41,True,3,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html
Beowulf,3fb69f34e178d494,2,38.35,True,3,https://books.toscrape.com/catalogue/beowulf_126/index.html
Beautiful Creatures (Caster Chronicles #1),5439bae708bca198,5,21.55,True,3,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
Awkward,1d89a2aa9f6ce50f,2,38.02,True,3,https://books.toscrape.com/catalogue/awkward_124/index.html
Ash,5d22e2a46604b6e7,4,22.06,True,3,https://books.toscrape.com/catalogue/ash_123/index.html
Are We There Yet?,ef9c4f2465513956,3,10.66,True,3,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html
Are We Smart Enough to Know How Smart Animals Are?,da0349a87c8caa2f,1,56.58,True,3,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
Annie on My Mind,7bf87402413c27ff,5,36.83,True,3,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
And Then There Were None,cfe350b20d23b02b,2,35.01,True,3,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html
A Walk in the Woods: Rediscovering America on the Appalachian Trail,bcee4f289ff6699c,4,30.48,True,3,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
A Visit from the Goon Squad,5dbd6ec4e154ad2f,5,14.08,True,3,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
A Storm of Swords (A Song of Ice and Fire #3),87beabf664115d79,2,31.22,True,3,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
A Heartbreaking Work of Staggering Genius,c9770bb1d5a492a0,5,54.29,True,3,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html
8 Keys to Mental Health Through Exercise,f5873c8fc7760000,1,31.04,True,3,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
#GIRLBOSS,165affa7adb5eded,1,50.96,True,3,https://books.toscrape.com/catalogue/girlboss_113/index.html
"The Suffragettes (Little Black Classics, #96)",d2185b65af52d68c,2,11.89,True,2,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html
The Sense of an Ending,4130678275eb7c8c,3,31.38,True,2,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",276dc716b1da8899,1,54.81,True,2,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html
The Course of Love,f3c76b53b239f511,3,16.78,True,2,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html
Sugar Rush (Offensive Line #2),ce42e3de94226b2b,1,24.42,True,2,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html
"Saga, Volume 2 (Saga (Collected Editions) #2)",9189fd009df41d0e,3,11.75,True,2,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html
"Run, Spot, Run: The Ethics of Keeping Pets",b0e479be03911916,1,20.02,True,2,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html
New Moon (Twilight #2),6fa3ea52c8e31e06,4,12.86,True,2,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html
Life,637e5a45062aa548,5,31.58,True,2,https://books.toscrape.com/catalogue/life_104/index.html
Kindle Paperwhite User's Guide,fb495f9f9015a772,3,34.0,True,2,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html
H is for Hawk,b6d3f4f4ee1f6069,5,57.42,True,2,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html
Girl Online On Tour (Girl Online #2),97b8f130d32e9f4e,1,53.47,True,2,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html
"Fruits Basket, Vol. 2 (Fruits Basket #2)",c0db71f6bb14db11,5,11.64,True,2,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),d7b463918d3b8c39,4,52.88,True,2,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",09d26b5f819c6a36,4,18.51,True,1,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html
While You Were Mine,8ceb5c6aed2c5f8b,5,41.32,True,1,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html
Where Lightning Strikes (Bleeding Stars #3),def389ddfda6991b,3,39.77,True,1,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html
When I'm Gone,c5f91eb481427dc5,3,51.96,True,1,https://books.toscrape.com/catalogue/when-im-gone_95/index.html
Ways of Seeing,66a4e422b212726a,5,39.51,True,1,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html
"Vampire Knight, Vol. 1 (Vampire Knight #1)",e7e87087b1a44711,1,15.4,True,1,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html
Vampire Girl (Vampire Girl #1),dab5e75d1339706a,2,53.82,True,1,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html
Twenty Love Poems and a Song of Despair,e63c3f25338baf9a,4,30.95,True,1,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html
Travels with Charley: In Search of America,0268f149d014b389,5,57.82,True,1,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html
Three Wishes (River of Time: California #1),460f97a346b44bac,2,44.18,True,1,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html
This One Moment (Pushing Limits #1),d6d98d3508c30f57,1,48.71,True,1,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html
The Zombie Room,9c96cd1329fbd82d,5,19.69,True,1,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",dac9d1e654fac737,2,36.52,True,1,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html
The Tumor,6514add13c82b115,5,41.56,True,1,https://books.toscrape.com/catalogue/the-tumor_85/index.html
The Story of Hong Gildong,32d035df92ab9080,4,43.19,True,1,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html
The Silent Wife,b78deb463531d078,5,12.34,True,1,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html
The Silent Twin (Detective Jennifer Knight #3),9e9932ae1a7d0943,3,36.25,True,1,https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html
The Selfish Gene,6f2c0a9adbb2bca9,1,29.45,True,1,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html
The Secret Healer,38f776ab9118aed7,3,34.56,True,1,https://books.toscrape.com/catalogue/the-secret-healer_80/index.html
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",5faefdc861684eb1,3,54.12,True,1,https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html
The Republic,0ec9d2b018fb10d8,3,33.78,True,1,https://books.toscrape.com/catalogue/the-republic_78/index.html
The Odyssey,f0512adadffd2480,3,29.64,True,1,https://books.toscrape.com/catalogue/the-odyssey_77/index.html
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),b0913e67d38d5ed5,4,57.7,True,1,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html
The Nicomachean Ethics,5c10b64db3e4f228,1,36.34,True,1,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html
The Name of the Wind (The Kingkiller Chronicle #1),c8614adb1a90b027,3,50.59,True,1,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html
The Mirror & the Maze (The Wrath and the Dawn #1.5),c40b70e0f6d80189,1,29.38,True,1,https://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html
The Little Prince,1aeca7d078d57deb,2,45.42,True,1,https://books.toscrape.com/catalogue/the-little-prince_72/index.html
The Light of the Fireflies,04e43893e32f9d29,1,54.43,True,1,https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html
The Last Girl (The Dominion Trilogy #1),16c71736dae78764,2,36.26,True,1,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html
The Iliad,86d8bd7afa5b51b3,1,16.16,True,1,https://books.toscrape.com/catalogue/the-iliad_69/index.html
The Hook Up (Game On #1),6e473eff459e809f,5,36.29,True,1,https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html
The Haters,fff8a057a40c4a60,5,27.89,True,1,https://books.toscrape.com/catalogue/the-haters_67/index.html
The Girl You Lost,4280ac3eab57aa5d,5,12.29,True,1,https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html
The Girl In The Ice (DCI Erika Foster #1),ee61197edb882599,3,15.85,True,1,https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html
The End of the Jesus Era (An Investigation #1),09659d1639a1f978,1,14.4,True,1,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html
The Edge of Reason (Bridget Jones #2),29fc016c459aeb14,4,19.18,True,1,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html
The Complete Maus (Maus #1-2),3301af038a720587,3,10.64,True,1,https://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html
The Communist Manifesto,18b4545a5ed15581,3,14.76,True,1,https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html
The Bhagavad Gita,f3a0b8c835129558,3,57.49,True,1,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html
The Bette Davis Club,dfb0849016bc122c,3,30.66,True,1,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html
The Art of Not Breathing,5bc1fbccfbf2355c,4,40.83,True,1,https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html
Taking Shots (Assassins #1),a7eef9d6795422c1,2,18.88,True,1,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html
Starlark,e25164e5b3fe208b,3,25.83,True,1,https://books.toscrape.com/catalogue/starlark_56/index.html
"Skip Beat!, Vol. 01 (Skip Beat! #1)",2ac720f76384c57e,3,42.12,True,1,https://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html
Sister Sable (The Mad Queen #1),3a9a7c5895e82646,3,13.33,True,1,https://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html
Shatter Me (Shatter Me #1),9ed7090d8fa690b0,1,42.4,True,1,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html
Shameless,c068c013d6921fea,3,58.35,True,1,https://books.toscrape.com/catalogue/shameless_52/index.html
Shadow Rites (Jane Yellowrock #10),229cd6564bf0dce4,4,21.72,True,1,https://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html
Settling the Score (The Summer Games #1),132adf7335bb384a,2,44.91,True,1,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html
Sense and Sensibility,35e44170702139a4,1,37.46,True,1,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html
"Saga, Volume 1 (Saga (Collected Editions) #1)",4f64568dfefa3ce7,1,28.48,True,1,https://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html
"Rhythm, Chord & Malykhin",9efb397067eb7e8a,2,28.34,True,1,https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",3cdca3b4a93980f5,5,46.96,True,1,https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html
Paradise Lost (Paradise #1),849db7ab7f4a640c,1,24.96,True,1,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html
"Paper Girls, Vol. 1 (Paper Girls #1-5)",bcbcbcf0f6ed196f,4,21.71,True,1,https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",326825e02a198cf6,3,29.87,True,1,https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html
Origins (Alphas 0.5),8932e5c12f12ffed,1,28.99,True,1,https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html
One Second (Seven #7),7ea31f38675b91c1,2,52.94,True,1,https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html
On the Road (Duluoz Legend),9ff997ab15713e53,3,32.36,True,1,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html
Old Records Never Die: One Man's Quest for His Vinyl and His Past,a1985630339f4b3d,2,55.66,True,1,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
Off Sides (Off #1),b6f1cfadc4dd79d4,5,39.45,True,1,https://books.toscrape.com/catalogue/off-sides-off-1_38/index.html
Of Mice and Men,39592d9d72e717c4,2,47.11,True,1,https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html
Myriad (Prentor #1),63e20a0f98218a87,4,58.75,True,1,https://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html
My Perfect Mistake (Over the Top #1),fd78f89878479f56,2,38.92,True,1,https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",35a60467893aa168,4,39.39,True,1,https://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html
Meditations,4f19709e47883df5,2,25.89,True,1,https://books.toscrape.com/catalogue/meditations_33/index.html
Matilda,1053fb7ee17a1f33,1,28.34,True,1,https://books.toscrape.com/catalogue/matilda_32/index.html
Lost Among the Living,d510567580c8be52,4,27.7,True,1,https://books.toscrape.com/catalogue/lost-among-the-living_31/index.html
Lord of the Flies,71a6471bbdac21d9,3,24.89,True,1,https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html
Listen to Me (Fusion #1),6e712ea24e77bd96,3,58.99,True,1,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html
Kitchens of the Great Midwest,06f6a57a6d532844,5,57.2,True,1,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html
Jane Eyre,8d390a1fc3133d06,5,38.43,True,1,https://books.toscrape.com/catalogue/jane-eyre_27/index.html
Imperfect Harmony,f28f7299d38c0932,4,34.74,True,1,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html
Icing (Aces Hockey #2),3455b45888fb5053,4,40.44,True,1,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",6fe02600f322a0a9,3,45.24,True,1,https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),6717a70913b3db79,4,34.96,True,1,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
"Giant Days, Vol. 1 (Giant Days #1-4)",eb0fe24bbc845ecc,4,56.76,True,1,https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html
"Fruits Basket, Vol. 1 (Fruits Basket #1)",72e6fbf4f6382557,5,40.28,True,1,https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html
Frankenstein,a492f49a3e2b6a71,2,38.0,True,1,https://books.toscrape.com/catalogue/frankenstein_20/index.html
Forever Rockers (The Rocker #12),e564c3f1a93ccf2e,3,28.8,True,1,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html
Fighting Fate (Fighting #6),6390772a3094939d,3,39.24,True,1,https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html
Emma,2e69730561ed70ad,2,32.93,True,1,https://books.toscrape.com/catalogue/emma_17/index.html
"Eat, Pray, Love",df56868afd166557,3,51.32,True,1,https://books.toscrape.com/catalogue/eat-pray-love_16/index.html
Deep Under (Walker Security #1),0072b94dfa30608e,5,47.09,True,1,https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html
Choosing Our Religion: The Spiritual Lives of America's Nones,a812f6969ddf3e39,4,28.42,True,1,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html
Charlie and the Chocolate Factory (Charlie Bucket #1),1774749f2cee292f,3,22.85,True,1,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html
Charity's Cross (Charles Towne Belles #4),a96404cb928895f3,1,41.24,True,1,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html
Bright Lines,230ac636ea0ea415,5,39.07,True,1,https://books.toscrape.com/catalogue/bright-lines_11/index.html
Bridget Jones's Diary (Bridget Jones #1),a2b4b685dfa94733,1,29.82,True,1,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html
Bounty (Colorado Mountain #7),abc0b15f2c907ff0,4,37.26,True,1,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html
Blood Defense (Samantha Brinkman #1),95cdfd514098c38b,3,20.3,True,1,https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",099fae4a0705d63b,5,34.65,True,1,https://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html
Beyond Good and Evil,08672cd59171d5e4,1,43.38,True,1,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html
Alice in Wonderland (Alice's Adventures in Wonderland #1),cd2a2a70dd5d176d,1,55.53,True,1,https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",bfd5e1701c862ac3,4,57.06,True,1,https://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html
A Spy's Devotion (The Regency Spies of London #1),19fec36a1dfb4c16,5,16.97,True,1,https://books.toscrape.com/catalogue/a-spys-devotion-the-regency-spies-of-london-1_3/index.html
1st to Die (Women's Murder Club #1),f684a82adc49f011,1,53.98,True,1,https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html
"1,000 Places to See Before You Die",228ba5e7577e1d49,5,26.08,True,1,https://books.toscrape.com/catalogue/1000-places-to-see-before-you-die_1/index.html
